question_id,question_text,option_letter,option_text,score,is_image
"44,""Pengujian berkala yang ditentukan terhadap perangkat radio harus dicatat dalam:"",c,""Manual peralatan."",0,0"
"44,""Pengujian berkala yang ditentukan terhadap perangkat radio harus dicatat dalam:"",d,""Buku Catatan Radio (Radio Log)."",0,0"
"45,""Opsi mana yang paling tepat menggambarkan apa itu target fusion pada ECDIS?"",a,""Saat sinyal AIS dari suatu target memiliki kesalahan besar."",0,0"
"45,""Opsi mana yang paling tepat menggambarkan apa itu target fusion pada ECDIS?"",b,""Saat dua target AIS berdekatan."",0,0"
"45,""Opsi mana yang paling tepat menggambarkan apa itu target fusion pada ECDIS?"",c,""Menggabungkan tampilan pantulan radar dan target AIS."",0,0"
"45,""Opsi mana yang paling tepat menggambarkan apa itu target fusion pada ECDIS?"",d,""Perbedaan antara radar dan posisi tampilan AIS."",0,0"
"46,""Bagian mana dari kesalahan kompas magnetik yang berubah seiring perubahan arah yang dikemudikan?"",a,""Deviation."",0,0"
"46,""Bagian mana dari kesalahan kompas magnetik yang berubah seiring perubahan arah yang dikemudikan?"",b,""Variation."",0,0"
"46,""Bagian mana dari kesalahan kompas magnetik yang berubah seiring perubahan arah yang dikemudikan?"",c,""Induced magnetism."",0,0"
"46,""Bagian mana dari kesalahan kompas magnetik yang berubah seiring perubahan arah yang dikemudikan?"",d,""Semua jawaban yang disarankan."",0,0"
"47,""Ketika stasiun penjaga pantai ingin mengirim peringatan angin badai melalui DSC, itu akan dikirim dalam kategori:"",a,""Keselamatan."",0,0"
"47,""Ketika stasiun penjaga pantai ingin mengirim peringatan angin badai melalui DSC, itu akan dikirim dalam kategori:"",b,""Rutin."",0,0"
"47,""Ketika stasiun penjaga pantai ingin mengirim peringatan angin badai melalui DSC, itu akan dikirim dalam kategori:"",c,""Keamanan (Security)."",0,0"
"47,""Ketika stasiun penjaga pantai ingin mengirim peringatan angin badai melalui DSC, itu akan dikirim dalam kategori:"",d,""Mendesak."",0,0"
"48,""Apa nama titik yang menggambarkan lingkaran putar kapal?"",a,""Titik Pivot Hidrodinamis (Hydrodynamic Pivot Point)."",0,0"
"48,""Apa nama titik yang menggambarkan lingkaran putar kapal?"",b,""Pusat Flotasi."",0,0"
"48,""Apa nama titik yang menggambarkan lingkaran putar kapal?"",c,""Titik Pusat Putaran."",0,0"
"48,""Apa nama titik yang menggambarkan lingkaran putar kapal?"",d,""Titik Pivot Berat."",0,0"
"49,""Dalam ISM, apa yang dimaksud dengan """"non-conformity"""" (ketidaksesuaian)?"",a,""Situasi yang diamati di mana terdapat bukti objektif bahwa suatu persyaratan tertentu tidak terpenuhi."",0,0"
"49,""Dalam ISM, apa yang dimaksud dengan """"non-conformity"""" (ketidaksesuaian)?"",b,""Penggunaan alat pelindung diri yang tidak standar."",0,0"
"49,""Dalam ISM, apa yang dimaksud dengan """"non-conformity"""" (ketidaksesuaian)?"",c,""Entri buku log resmi yang tidak diisi dengan benar."",0,0"
"49,""Dalam ISM, apa yang dimaksud dengan """"non-conformity"""" (ketidaksesuaian)?"",d,""Petugas keselamatan tidak ditunjuk untuk kapal."",0,0"
"50,""Kemudi diputar penuh dengan mesin pada kecepatan penuh. Apakah efek belok dari kemudi akan berubah jika mesin dimatikan?"",a,""Ya, gaya belok akan berkurang sekitar 50% dari gaya aslinya ketika mesin dimatikan."",0,0"
"50,""Kemudi diputar penuh dengan mesin pada kecepatan penuh. Apakah efek belok dari kemudi akan berubah jika mesin dimatikan?"",b,""Tidak, gaya belok dari kemudi akan tetap sekitar 90% seperti saat melaju penuh."",0,0"
"50,""Kemudi diputar penuh dengan mesin pada kecepatan penuh. Apakah efek belok dari kemudi akan berubah jika mesin dimatikan?"",c,""Tidak, gaya belok tidak terpengaruh oleh kecepatan baling-baling."",0,0"
"50,""Kemudi diputar penuh dengan mesin pada kecepatan penuh. Apakah efek belok dari kemudi akan berubah jika mesin dimatikan?"",d,""Ya, gaya belok akan berkurang drastis ketika mesin dimatikan."",0,0"
