question_id,question_text,option_letter,option_text,score,is_image
"39,""Untuk menghentikan tali tambat yang keluar, dimungkinkan untuk mengatur motor ke posisi """"heave"""" serta mengaktifkan rem winch sepenuhnya. Apakah ini ide yang baik atau dapat menimbulkan masalah?"",a,""Kekuatan pengereman yang meningkat dari winch dapat melebihi kekuatan putus tali."",0,0"
"39,""Untuk menghentikan tali tambat yang keluar, dimungkinkan untuk mengatur motor ke posisi """"heave"""" serta mengaktifkan rem winch sepenuhnya. Apakah ini ide yang baik atau dapat menimbulkan masalah?"",b,""Semua alternatif yang disebutkan."",0,0"
"39,""Untuk menghentikan tali tambat yang keluar, dimungkinkan untuk mengatur motor ke posisi """"heave"""" serta mengaktifkan rem winch sepenuhnya. Apakah ini ide yang baik atau dapat menimbulkan masalah?"",c,""Kerusakan pada winch karena poros menjadi bengkok."",0,0"
"39,""Untuk menghentikan tali tambat yang keluar, dimungkinkan untuk mengatur motor ke posisi """"heave"""" serta mengaktifkan rem winch sepenuhnya. Apakah ini ide yang baik atau dapat menimbulkan masalah?"",d,""Tegangan pada fairleads dan roller yang melebihi Beban Kerja Aman (SWL) mereka."",0,0"
"40,""Untuk panduan dalam pengikatan kontainer di atas kapal, dokumen paling penting yang harus dirujuk adalah:"",a,""Cargo Securing Manual (CSM)."",0,0"
"40,""Untuk panduan dalam pengikatan kontainer di atas kapal, dokumen paling penting yang harus dirujuk adalah:"",b,""Stability Manual."",0,0"
"40,""Untuk panduan dalam pengikatan kontainer di atas kapal, dokumen paling penting yang harus dirujuk adalah:"",c,""The Code for the Safe Practice for Cargo Stowage and Securing."",0,0"
"40,""Untuk panduan dalam pengikatan kontainer di atas kapal, dokumen paling penting yang harus dirujuk adalah:"",d,""Buku pedoman ISM perusahaan."",0,0"
"41,""Ketika merencanakan pemuatan kontainer, petugas perencana harus merujuk pada:"",a,""Safety of Life at Sea Convention (SOLAS)."",0,0"
"41,""Ketika merencanakan pemuatan kontainer, petugas perencana harus merujuk pada:"",b,""Cargo Securing Manual (CSM)."",0,0"
"41,""Ketika merencanakan pemuatan kontainer, petugas perencana harus merujuk pada:"",c,""MARPOL 73/78 Annex IV."",0,0"
"41,""Ketika merencanakan pemuatan kontainer, petugas perencana harus merujuk pada:"",d,""Cargo Stowage and Security (CSS) Code."",0,0"
"42,""Sebuah kontainer penuh besi tua sedang dimuat, dan Anda melihat air menetes dari kontainer tersebut. Apa yang harus Anda lakukan?"",a,""Pastikan kontainer disimpan di atas dek."",0,0"
"42,""Sebuah kontainer penuh besi tua sedang dimuat, dan Anda melihat air menetes dari kontainer tersebut. Apa yang harus Anda lakukan?"",b,""Tolak kontainernya."",0,0"
"42,""Sebuah kontainer penuh besi tua sedang dimuat, dan Anda melihat air menetes dari kontainer tersebut. Apa yang harus Anda lakukan?"",c,""Pastikan kontainer disimpan di bawah dek."",0,0"
"42,""Sebuah kontainer penuh besi tua sedang dimuat, dan Anda melihat air menetes dari kontainer tersebut. Apa yang harus Anda lakukan?"",d,""Muat kontainernya dan buat catatan protes."",0,0"
"43,""Bahaya yang terkait dengan pengangkutan kontainer tangki kosong adalah:"",a,""Mungkin tidak dinyatakan sebagai kosong."",0,0"
"43,""Bahaya yang terkait dengan pengangkutan kontainer tangki kosong adalah:"",b,""Rentan ambruk."",0,0"
"43,""Bahaya yang terkait dengan pengangkutan kontainer tangki kosong adalah:"",c,""Mungkin masih mengandung sisa muatan yang mudah terbakar."",0,0"
"43,""Bahaya yang terkait dengan pengangkutan kontainer tangki kosong adalah:"",d,""Bisa meledak jika ventilasinya tertutup."",0,0"
"44,""Salah satu kelompok barang berbahaya yang disorot oleh IMDG Code sebagai yang paling berbahaya untuk diangkut adalah:"",a,""Zat beracun."",0,0"
"44,""Salah satu kelompok barang berbahaya yang disorot oleh IMDG Code sebagai yang paling berbahaya untuk diangkut adalah:"",b,""Gas cair."",0,0"
"44,""Salah satu kelompok barang berbahaya yang disorot oleh IMDG Code sebagai yang paling berbahaya untuk diangkut adalah:"",c,""Peroksida organik (Organic peroxides)."",0,0"
"44,""Salah satu kelompok barang berbahaya yang disorot oleh IMDG Code sebagai yang paling berbahaya untuk diangkut adalah:"",d,""Zat menular."",0,0"
"45,""Jika tangki kontainer berisi amonia cair terbakar, apa yang disarankan?"",a,""Tidak menggunakan bahan kimia kering untuk memadamkan api."",0,0"
"45,""Jika tangki kontainer berisi amonia cair terbakar, apa yang disarankan?"",b,""Membiarkan ventilasi."",0,0"
"45,""Jika tangki kontainer berisi amonia cair terbakar, apa yang disarankan?"",c,""Tidak menggunakan air untuk mendinginkan kontainer."",0,0"
"45,""Jika tangki kontainer berisi amonia cair terbakar, apa yang disarankan?"",d,""Saya tidak tahu."",0,0"
"46,""Kebakaran logam bekas dalam kontainer paling baik dipadamkan dengan cara:"",a,""Mendinginkan dengan air tawar."",0,0"
"46,""Kebakaran logam bekas dalam kontainer paling baik dipadamkan dengan cara:"",b,""Membiarkan muatan membara."",0,0"
"46,""Kebakaran logam bekas dalam kontainer paling baik dipadamkan dengan cara:"",c,""Menutup sumber udara (smothering)."",0,0"
"46,""Kebakaran logam bekas dalam kontainer paling baik dipadamkan dengan cara:"",d,""Menyiram dengan air laut."",0,0"
"47,""Di kapal kontainer, flexitanks digunakan untuk:"",a,""Mengangkut cairan berbahaya dalam jumlah besar."",0,0"
"47,""Di kapal kontainer, flexitanks digunakan untuk:"",b,""Mengangkut cairan dengan berat jenis tertentu."",0,0"
"47,""Di kapal kontainer, flexitanks digunakan untuk:"",c,""Mengangkut muatan cair tanpa Nama Pengiriman Resmi (Proper Shipping Name)."",0,0"
"47,""Di kapal kontainer, flexitanks digunakan untuk:"",d,""Mengangkut cairan tidak berbahaya dalam jumlah besar (non-hazardous liquids, in bulk)."",0,0"
"48,""Pengaruh-pengaruh oleh gerak kapal bila berlayar pada perairan dangkal, kecuali :"",a,""Kapal sulit dikendalikan"",0,0"
"48,""Pengaruh-pengaruh oleh gerak kapal bila berlayar pada perairan dangkal, kecuali :"",b,""Kemudi lebih lambat"",0,0"
"48,""Pengaruh-pengaruh oleh gerak kapal bila berlayar pada perairan dangkal, kecuali :"",c,""Kecepatan menurun pada putaran mesin yang sama"",0,0"
"48,""Pengaruh-pengaruh oleh gerak kapal bila berlayar pada perairan dangkal, kecuali :"",d,""Trim kapal berubah"",0,0"
"49,""Apa yang dimaksud dengan istilah muatan Heavy Lift Cargo?"",a,""Muatan yang memiliki lebih dari satu pelabuhan bongkar dan menunggu keputusan skipper"",0,0"
"49,""Apa yang dimaksud dengan istilah muatan Heavy Lift Cargo?"",b,""Muatan yang beratnya melebihi kemampuan daya angkat boom kapal"",0,0"
"49,""Apa yang dimaksud dengan istilah muatan Heavy Lift Cargo?"",c,""Muatan yang peka terhadap bau-bauan"",0,0"
"49,""Apa yang dimaksud dengan istilah muatan Heavy Lift Cargo?"",d,""Muatan yang memiliki berat maksimal daya tampung kapal"",0,0"
"50,""Langkah-langkah untuk mempersiapkan jangkar siap let-go ?"",a,""Hand break dikencangkan, stopper/pengikat pada rantai dibuka, jangkar siap let-go"",0,0"
"50,""Langkah-langkah untuk mempersiapkan jangkar siap let-go ?"",b,""Hand break dikencangkan, cluth in, stopper/pengikat rantai dibuka, hand break dibuka, jangkar di area dengan windlass hingga diatas air, hand break di kencangkan, cluth out, jangkar siap let-go"",0,0"
"50,""Langkah-langkah untuk mempersiapkan jangkar siap let-go ?"",c,""Hand break dikencangkan, cluth in, stopper/pengikat rantai dibuka, hand break dibuka, jangkar di area dengan windlass hingga diatas air, hand break di kencangkan, jangkar siap let-go"",0,0"
"50,""Langkah-langkah untuk mempersiapkan jangkar siap let-go ?"",d,""Hand break dikencangkan, cluth in, stopper/pengikat rantai dibuka, hand break dibuka, cluth out, jangkar siap let-go"",0,0"
